,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level
22,22,22,22,22,22,22,22,22,OPERATIONAL,"Bärengasse 16, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Bärengasse,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103415579081043974539"">鎌倉秀行</a>'], 'photo_reference': 'Aap_uEDw3H_F_A3pivdTYw0uRoP_a78sE1dO7ChiNejqnxtmoSKshlophx2wvMEe7CuQVGsjHtM3sthlbj41EROooKTrq135cGRxS0vGUBH-H7QIgVIwoC0Ardm97A9UmXz3ZZajdaaH5FHnu2su0iP8zF269zCNP7NWboL5lZscQ97HntKR', 'width': 2160}]",ChIJJVh4EgEKkEcRbF_BNhkt9yU,4.2,ChIJJVh4EgEKkEcRbF_BNhkt9yU,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",262,47.3700619,8.537119299999999,47.371565829892724,8.53861687989272,47.36886617010728,8.535917220107276,True,9GCP+2R Zürich,8FVC9GCP+2R,
23,23,23,23,23,23,23,23,23,OPERATIONAL,"Halle, Löwenstrasse, 8021 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich ShopVille HB,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112519363043123727289"">St. Galler</a>'], 'photo_reference': 'Aap_uEDSO6WETci-APEQsh8uDGzMjVUFOcX9TAhYq_wipkztoJg5zekDQz5rWdO0gQKRR5j1PDe6ilk-4_Y6fD2BS-VeY2V3mAh9OZK4ziH_l3K2D8Ey3nWrHhX3f1_L_m5aloT3VEA4e3NSOUT9255038Ky-4MZ4k7WYZQLfI3DGmvGFpV9', 'width': 4032}]",ChIJTwg-2gUKkEcRGt4wjZvo6lg,4.0,ChIJTwg-2gUKkEcRGt4wjZvo6lg,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",801,47.37780739999999,8.538464900000001,47.37913127989272,8.539707379892722,47.376431620107276,8.53700772010728,True,9GHQ+49 Zürich,8FVC9GHQ+49,
24,24,24,24,24,24,24,24,24,OPERATIONAL,"Löwenstrasse 7, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Pronto Shop,"[{'height': 1036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112429751371041965984"">Coop Zuerich Loewenstrasse</a>'], 'photo_reference': 'Aap_uEBcFoPfSfK7rPMX1XmjP7zqOS1VI8BuTIswKMbya22RQ83ISFPRA_WgXjCADZ9bgZZ3S2yp2kB3KxR6EmNQ2RrBIwEozT3sP2ftgBtLTglNQr1pVsH7-mtQCnyl9HxnL01-Y_QfKy5hHxdkobcPxdAt7KSSF1Kw2pQ2Hw_0dpaXTB9X', 'width': 1800}]",ChIJsyElQgQKkEcRb91g8gMMjtQ,4.1,ChIJsyElQgQKkEcRb91g8gMMjtQ,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",77,47.3733678,8.534488,47.37471762989273,8.535837829892722,47.37201797010729,8.533138170107279,True,9GFM+8Q Zürich,8FVC9GFM+8Q,
25,25,25,25,25,25,25,25,25,OPERATIONAL,"Theaterstrasse 18, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Coop City Zürich Bellevue,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113200936652747241126"">Salvatore Rudi</a>'], 'photo_reference': 'Aap_uEBfaxS5CPQ_ycHrf6zdOfCgF0VKs9z3oo3Uxs3AMCNmmYIjcDa3b-cHOxlRkjaxX34rKOOtk5voGCBjpUaOQ6t9Duyi3-GGY3ELzFLNkcMoRVmSB21x4pI70z8VIBJ12I2qfU80m7RKn68yH1eOjDSIPlRtzD_4_jtU12C7aAKRXW9_', 'width': 4032}]",ChIJC3cvW6ugmkcRIdOfNkdNiHE,4.3,ChIJC3cvW6ugmkcRIdOfNkdNiHE,"['department_store', 'point_of_interest', 'store', 'establishment']",1598,47.3671383,8.545996800000001,47.36841157989272,8.547202879892723,47.365711920107266,8.544503220107279,True,9G8W+V9 Zürich,8FVC9G8W+V9,
26,26,26,26,26,26,26,26,26,OPERATIONAL,"Bleicherweg 19, 8002 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Bleicherweg,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106871465245330007342"">A Google User</a>'], 'photo_reference': 'Aap_uEDeWBW3nF-Nx9U64BPYxOSqoVFsnHG-yksmwBUKsxOY9tNv0arBiRB5L3PFNI4Uq3iR7OPA4eytVaa1mT7lnjgY5--ymzmLo7WAa3FhdLA3gKOknqsitw5JPFnI9fuYAUx0YQhTQoaTJj5tlNGWa2GTWDZq7CSl5AToDTP59TFPyd9y', 'width': 4032}]",ChIJNdEUsJALkEcRf8VXsbY4wD8,3.9,ChIJNdEUsJALkEcRf8VXsbY4wD8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",145,47.36785580000001,8.5360034,47.36920562989273,8.537353229892723,47.366505970107276,8.53465357010728,True,9G9P+4C Zürich,8FVC9G9P+4C,
27,27,27,27,27,27,27,27,27,OPERATIONAL,"Europaallee 5, 8004 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Europaallee Passage,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100953173491203684119"">Hans Willems</a>'], 'photo_reference': 'Aap_uEDsywE_T8BUiY_Q6OusIIlmZdVlijx-QMmr_QqezRg4dMUz6DTnYkkGWC5P_57H3vvIdsPHm9gjyNdcyjA--XQ7hQhkOoUCvwUvzfhbWcWG0YUZWp9b0DV9m7RpFf1l8SE-6n8xHcqYIt5RcAEaxFAvRJSHd3AOBaQrGrmr39nKXNjy', 'width': 2448}]",ChIJrYlCwA8KkEcRFaaZgrz8gwc,4.2,ChIJrYlCwA8KkEcRFaaZgrz8gwc,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",318,47.3780286,8.534917499999999,47.37930372989273,8.536565129892722,47.37660407010728,8.533865470107278,True,9GHM+6X Zürich,8FVC9GHM+6X,
28,28,28,28,28,28,28,28,28,OPERATIONAL,"Seefeldstrasse 35, 8008 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Brotgasse,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103541268436778144207"">Ksenia Markainesk</a>'], 'photo_reference': 'Aap_uECWaGLyZljzfgm-cTQzqmORxPxZryvxfF6PfwWDlEQTpSMvPxBeWeBkfitEgQAJKk7U9cyYJZ71S8EI2nW-Txui8q7jWMuk5YRQwcpd2fUS1Dmev5xkIbrC7wpxsQ53r7Ez2aF9wtGrww9xCR9hJDlPNiS0Zc0nJ8vUrut2MdjxfXX2', 'width': 4128}]",ChIJJXQjWk6nmkcRkGvoO-99oVE,4.2,ChIJJXQjWk6nmkcRkGvoO-99oVE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",113,47.36317469999999,8.5499358,47.36452452989271,8.551285629892723,47.36182487010727,8.548585970107279,True,9G7X+7X Zürich,8FVC9G7X+7X,
29,29,29,29,29,29,29,29,29,OPERATIONAL,"Zollstrasse 42, 8005 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Zollstrasse,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103541268436778144207"">Ksenia Markainesk</a>'], 'photo_reference': 'Aap_uEDPLNZKrKiohuwRCKJVIs_h55mC7B6XfoFKiRCVakfEysV7SXfrtA2mxXAbXGy24S0oow58w36Oto-dMNUaDlRy_QREooVhRAUVpS5ytz7VVifWpGQyl6Bu_IeZi6ZXG7j-zmAGCxIT6IZzbpCpac7k7XxMTgglrj_6O3ROJ7c1zwYm', 'width': 4032}]",ChIJycNoXQ4KkEcR9FjkT19AFzw,4.1,ChIJycNoXQ4KkEcR9FjkT19AFzw,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",139,47.38049549999999,8.534856,47.38197602989272,8.53615522989272,47.37927637010728,8.533455570107277,True,9GJM+5W Zürich,8FVC9GJM+5W,
30,30,30,30,30,30,30,30,30,OPERATIONAL,"Universitätstrasse 73, 8006 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Universitätstrasse,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108500849340443896400"">Donja Darai</a>'], 'photo_reference': 'Aap_uEDBeV5hTiELsAsmIU82-AqhSe3JHIHuLTWb3R56_VMNNThGk7kccm9Sv51DgWZ5ApKcHu_8I5PbupsyKOPzeClypya3sZnb5s7VN9v5JcBxx9YOEv6R3dtSl0k2qAC1zYnBQCeIY85lsgzwCE_09gt_dmbmcWtQwxpeKW2O1gAcL_7d', 'width': 4032}]",ChIJkzTA46CgmkcRdMqv-tjwERQ,3.9,ChIJkzTA46CgmkcRdMqv-tjwERQ,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",224,47.38252139999999,8.547810499999999,47.38387122989272,8.549160329892722,47.38117157010728,8.546460670107278,True,9GMX+24 Zürich,8FVC9GMX+24,
31,31,31,31,31,31,31,31,31,OPERATIONAL,"Forchstrasse 4, 8008 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Kreuzplatz,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103541268436778144207"">Ksenia Markainesk</a>'], 'photo_reference': 'Aap_uEB4h04M4GOrsW3ZSF9hvy55PUeSmqkmcNQ8MpifHdVO6Q_e5d1vczQzcxQzqisY5VdO-u8_JeMtNQX6l431TNxuodJJP8tnxwaDMc2ANc-rt5QKLEZdt2ru5tjdtZ8v5LpTumI6WjpOmSnKOb-TqXIHgzj8NXqcDM9wRuu-C8pF9fYY', 'width': 4128}]",ChIJdUL9H02nmkcRyUv1OUIJOkA,4.0,ChIJdUL9H02nmkcRyUv1OUIJOkA,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",204,47.364449900000004,8.5548427,47.36579972989272,8.556192529892723,47.36310007010727,8.553492870107279,True,9H73+QW Zürich,8FVC9H73+QW,
32,32,32,32,32,32,32,32,33,OPERATIONAL,"Löwenstrasse 9, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/gas_station-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/gas_pinlet,Coop Pronto Shop – Zürich Löwenstrasse,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106871465245330007342"">A Google User</a>'], 'photo_reference': 'Aap_uEDB5nXrz2r5LlRhVu8L6wYUPQowFqsI92s5oB9rMRXJ3UI49jvp0u71DsmQTHflJsW0qJ9BaWUY2FXJnVtb18L5Uj1mBBPrFL9QZT9hekbuKdqFnapjJYV7AGlvwtOrrBmXH8cGVx0BZDxJ5QVhRVYMT0Fr4VdZvwIN-RKf4oqS2mLn', 'width': 4032}]",ChIJ_ze2QQQKkEcROVLuAMdqkog,3.9,ChIJ_ze2QQQKkEcROVLuAMdqkog,"['gas_station', 'point_of_interest', 'establishment']",12,47.3733846,8.534583300000001,47.37470737989272,8.536006429892721,47.37200772010728,8.533306770107277,True,9GFM+9R Zürich,8FVC9GFM+9R,
33,33,33,33,33,33,33,33,34,OPERATIONAL,"Stadelhoferstrasse 8, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Coop ToGo Zürich Stadelhofen,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103541268436778144207"">Ksenia Markainesk</a>'], 'photo_reference': 'Aap_uED0H4HZgrLYs5BOM19ONVULL7lmbGkDVmOQBx9g47HemvJPbWdtNWRCIbLRthFCg96mwpHCRI33gs2FIYGQbtJ0YzM_S63MY-1MSHgDakeg9Fjj3_YeSwAZbWAplGi5EBq-tskmcZnwt4XJMwZx4yISgB9eUNsTsfr8MUTIpFWrRRC3', 'width': 4032}]",ChIJ24iyO_mZmkcRHYwx0uUxRV0,4.4,ChIJ24iyO_mZmkcRHYwx0uUxRV0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",59,47.366583,8.548437999999999,47.36787952989272,8.549495479892723,47.365179870107276,8.54679582010728,True,9G8X+J9 Zürich,8FVC9G8X+J9,
34,34,34,34,34,34,34,34,35,OPERATIONAL,"Tessinerpl. 10, 8002 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Enge Bahnhof,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103541268436778144207"">Ksenia Markainesk</a>'], 'photo_reference': 'Aap_uEB5bIMdGQ9HRD44a-KWtfvZ4qqq5xkU0b8WPidDjaz3T3mpKQjPymB_fbiyOMtY1D9q-ulmbOrgDWgn9AIUdbhHn4yTL9lAjBI081-mqi5AF5-ywGx-0JJaksO6pvJYxo7XQP2XhuPmBlc1fJa3usI1mfR4WoZWiC9LMXq0EmDkEkiE', 'width': 4032}]",ChIJd6HCBvkJkEcR-p95T4wTZsw,3.8,ChIJd6HCBvkJkEcR-p95T4wTZsw,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",40,47.3644302,8.530957899999999,47.36580167989272,8.532473529892721,47.36310202010728,8.529773870107277,True,9G7J+Q9 Zürich,8FVC9G7J+Q9,
35,35,35,35,35,35,35,35,36,OPERATIONAL,"Theaterstrasse 18, 8001 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Coop Restaurant Zürich Bellevue,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115809073337729603059"">Donat Deger</a>'], 'photo_reference': 'Aap_uEAufN5qQjNVrH-GOON5YoavQppJ_Zbvoen6q-wgsRuf8rZohjFzvu08pIYa1dh2xglAP-0_RvbtY8gLu7wbic4aUTTjfniZFo8GR6t2AoVzmBf-QHMk6qbywKpsaXctoc2Gh7Y222YWOvGsF9BvHTHlJnCBmGJ5lnUU47JvhKI7tjps', 'width': 3024}]",ChIJt3cvW6ugmkcR8lFcEpjr-UU,4.1,ChIJt3cvW6ugmkcR8lFcEpjr-UU,"['restaurant', 'food', 'point_of_interest', 'establishment']",125,47.3671383,8.545996800000001,47.36841157989272,8.547202879892723,47.365711920107266,8.544503220107279,True,9G8W+V9 Zürich,8FVC9G8W+V9,
36,36,36,36,36,36,36,36,37,OPERATIONAL,"Universitätstrasse 101, 8006 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Rigiplatz,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115272815637806793956"">Coop Zuerich Rigiplatz</a>'], 'photo_reference': 'Aap_uEASytXUFFtve1dTTq4f4SR63Ep1Syv8NjlQdtQC0c8VDrLsjiHBCxOQMqcD-8KVEpEvBe6JBuZE_hE9ouwUrjhmbjHaKsPkOCIejr3so8PhhKd5yt7zHsVFw2qgRFAJn6DDmkf_yipVeEBLnPG-SBlUxfnRcuyc2UeQf8AD3gbW6qTY', 'width': 2000}]",ChIJ6UrCT6CgmkcRc66BhyTAc04,3.9,ChIJ6UrCT6CgmkcRc66BhyTAc04,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",99,47.383957099999996,8.5480634,47.38523247989273,8.549510579892722,47.38253282010728,8.546810920107278,True,9GMX+H6 Zürich,8FVC9GMX+H6,
37,37,37,37,37,37,37,37,38,OPERATIONAL,"Alte Kalchbühlstrasse 15, 8038 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Wollishofen,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111743522637831606018"">Daniil Mirylenka</a>'], 'photo_reference': 'Aap_uEBbepWhZfOBXXFLgt4kYk84MhIaSSczo8Dj3evEOfiErF8dh69t6VlHMOKKg2lycecKxqN2DS2l1m5xpkYc3oxe6CFTpHAQDDrqdw9gNiQ07DV-a6lG25nu3_IA6DFMOlb4Ygvd4ssqo2O7UC_Z_Hq7ndhvYZ_e8sLd_b_NaYiDLJK3', 'width': 4032}]",ChIJtd5NWdgJkEcR2n9icvFvjqI,4.3,ChIJtd5NWdgJkEcR2n9icvFvjqI,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",575,47.3399252,8.530756499999999,47.34137497989271,8.53189612989272,47.33867532010727,8.529196470107276,True,8GQJ+X8 Zürich,8FVC8GQJ+X8,
38,38,38,38,38,38,38,38,39,OPERATIONAL,"Seestrasse 339, 8038 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Wollishofen Seestr.,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113566971184647102242"">Coop</a>'], 'photo_reference': 'Aap_uEASJasvP7UKVhEX0kO3lKIKDxLjXEgZuSHSIIXUzZ2AWLKz5SC-DeYN2fbkAQOHdXHxAFwMTyAQRED3nj1kbvQXQ9UO6TrDCD9NNhOVv5OzhF-4V8OSAaRLt02h4uBfzfvErkX-SdBm_LaS5mehwGaeO2J3Nq_LGp6dAlEEZBsoOft8', 'width': 2000}]",ChIJHd1I598JkEcRelTmD3KV3b8,4.0,ChIJHd1I598JkEcRelTmD3KV3b8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",162,47.347195899999996,8.533142699999999,47.34854572989272,8.53449252989272,47.34584607010727,8.531792870107276,True,8GWM+V7 Zürich,8FVC8GWM+V7,
39,39,39,39,39,39,39,39,40,OPERATIONAL,"Tessinerpl. 3, 8002 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Pronto Shop,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104449070229208089412"">Sviatoslav R</a>'], 'photo_reference': 'Aap_uECcMsn9SUSi11k-HX7aSNV5Pv39PqfZEsfCqCYDPEUWAuH_w5rJvM6e8_OjF0zBBh7JZ0_IljPysagN3YefHkH8Z8oO984kq5M4_5eHmYlEPaTLVkscR2MiSVlAmHfGNhdErL8-wkiWxi918qC1LCJhUfPM0KtRu-2JIQao7QQ60u19', 'width': 3024}]",ChIJR-JmIvkJkEcRlsBVvfH2t-A,4.2,ChIJR-JmIvkJkEcRlsBVvfH2t-A,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",74,47.36441420000001,8.5322192,47.36579487989273,8.533268129892724,47.363095220107276,8.53056847010728,True,9G7J+QV Zürich,8FVC9G7J+QV,
40,40,40,40,40,40,40,40,41,OPERATIONAL,"Leimbachstrasse 200, 8041 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Leimbach,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104190584122474994740"">Markus Reitschuster</a>'], 'photo_reference': 'Aap_uECYy76iLBB7hPph152hPRMqYfElFR0OjSrF8r1eeDMYsvmZxnczs36rkOxvXqhAFMQ1w-PYPfHXaNKBQ_BsQa1bmdAMdKI-uKcTKTpkv0lvVE24jf52-eqjaon4bC0ZjdVVZduq-voiGTDq2trIrSHa-WuZaSxz65cdiNtjEHs0XNa3', 'width': 5312}]",ChIJTUhiXjIIkEcRJo4d0p5UxZg,4.2,ChIJTUhiXjIIkEcRJo4d0p5UxZg,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",169,47.32622979999999,8.514312599999998,47.32772622989273,8.515787329892722,47.325026570107276,8.513087670107279,True,8GG7+FP Zürich,8FVC8GG7+FP,
41,41,41,41,41,41,41,41,42,OPERATIONAL,"Alte Kalchbühlstrasse 15, 8038 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/atm-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/atm_pinlet,Coop Bancomat,,ChIJd-TIXtgJkEcR2KuqHyAT_zE,3.0,ChIJd-TIXtgJkEcR2KuqHyAT_zE,"['atm', 'finance', 'point_of_interest', 'establishment']",1,47.34010749999999,8.530554400000002,47.34147452989272,8.531820879892722,47.33877487010727,8.529121220107278,True,8GRJ+26 Zürich,8FVC8GRJ+26,
42,42,42,42,42,42,42,42,44,OPERATIONAL,"Kalanderpl. 1, 8045 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Sihlcity Supermarkt,"[{'height': 1100, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113084320177869683646"">A Google User</a>'], 'photo_reference': 'Aap_uEDgXAgA4xpIbrEGgJW4h4zMRBOJ2_ywHkuVRZGIA12eo-a9jAIL8OecwdXyB7ebPIiN7f9F-lXN_dvmO30fxjqQBt2Ycmd5UayonS9-Cr05W4tle5d6ea3zP1LSU-EYiAfEwOweYQTlSoyYfL1SwEvnlIcxTu3fiAnvVvkK-ZHhIQyo', 'width': 2000}]",ChIJFwx7xe8JkEcRDrrE0f9X6mg,4.4,ChIJFwx7xe8JkEcRDrrE0f9X6mg,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",608,47.3576232,8.5231751,47.35917822989274,8.52387537989272,47.35647857010728,8.521175720107276,True,9G5F+27 Zürich,8FVC9G5F+27,
43,43,43,43,43,43,43,43,45,OPERATIONAL,"Birmensdorferstrasse 55, 8004 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Pronto Shop,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115376396579504498295"">Alexandru Rugina</a>'], 'photo_reference': 'Aap_uEDKvIaQFWikPeKw_PNhh72LVd8NNKKUzjFMyCjb2hjp_HhhaTc1nInGM7NZqGQ2z_8o00zhjVjjNI78JX2ccpWjFJtTcI7eihbp0llUE6yp-R_gfrJYzVO_774WdgLohJE9HX4RoJGKCdFGaJ399u4UhdRtuee2k8LaoupJmnh7mzJi', 'width': 3024}]",ChIJe49XbxkKkEcRH1OzFi_Q5rk,4.2,ChIJe49XbxkKkEcRH1OzFi_Q5rk,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",98,47.3713635,8.5251356,47.37276462989272,8.526369329892722,47.37006497010728,8.523669670107278,True,9GCG+G3 Zürich,8FVC9GCG+G3,
44,44,44,44,44,44,44,44,50,OPERATIONAL,"Friesenbergpl. 3, 8045 Zürich, Switzerland",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Zürich Zentrum Friesenberg,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100967198707224955536"">marlene izquierdo</a>'], 'photo_reference': 'Aap_uEBPkf-mNlpTDCgw789JuTFby_F3wapPNCtjpYwPGAxu-2fkXFOJeoq8OUV3ggkDDOB4qyi-Jl98h3OeKHiLNt002nlfb0jDy7aMW3FNOApczPpgx1rYqMbb1bbal2f0QGj13_PSREDN-vtg2Kj_RyPaiiNPT5GQWDPczlZT8-GkSvZv', 'width': 4608}]",ChIJt9-rXyAKkEcR2KENnw7LbUw,4.0,ChIJt9-rXyAKkEcR2KENnw7LbUw,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",81,47.3609859,8.5068465,47.36219482989272,8.50801922989272,47.359495170107266,8.505319570107277,True,9G64+9P Zürich,8FVC9G64+9P,
